SMILES,dockscore
C[C@@H](CO)[C@@H](C)NC(=O)[C@H]1C[C@H](F)CN1C(=O)OC(C)(C)C,-21.81
COC[C@@H](CNC(=O)NCc1nccc2ccccc21)OC,-25.19
CO[C@H]1CCN(C(=O)Cn2cc3ccccc3n2)[C@H](CN)C1,-16.32
Cc1nnc([C@@H](C)NC(=O)CSC[C@@H]2CCCCO2)o1,-36.39
COc1ccc([C@H](CN(C)C)NC(=O)c2cc(CN(C)C)on2)cc1,-18.32
O=C(NC[C@@H]1COc2ccccc2O1)c1ccc2c(c1)CCC(=O)N2,-31.4
Cc1cc(C(C)(C)C)ccc1OC(=O)CCn1ccnn1,-41.73
CCc1ncc(NC(=O)N2CCC(OCCN3CCCC3)CC2)cn1,-28.82
CCc1ccc(NC(=O)[C@@]2(C)C[C@H]2F)cc1OC,-40.92
CN(C[C@@H]1CCC[C@@H]1O)C(=O)NCCCCC#N,-27.12
Cc1cccc2c1OC[C@@H](NC(=O)NCCc1ccncc1)C2,-32.51
CCN(C)C(=O)c1cccc(S(=O)(=O)N[C@H]2CCC(C)(C)C2)c1,-35.8
CC[C@]1(c2ccc(Cl)cc2)NC(=O)N(CCCO)C1=O,-33.51
CO[C@H](C)[C@H](C)NC(=O)N[C@@H]1CCN(C[C@H]2CCCO2)C[C@@H]1C,-11.1
Cc1ccc(S(=O)(=O)N2CCc3ccccc3[C@@H]2C(N)=O)cc1F,-34.29
COC(=O)N(C)CCCC(=O)NCc1cccnc1F,-37.04
Cc1cnc(-c2noc(-c3cnc(C)nc3C)n2)nc1,-41.69
Nc1ccnc(CN2CCCC[C@@H]2C(=O)OCc2ccccc2)n1,-29.31
C[C@@H](CCCCN)N[C@H]1CCCN(C2CCCCC2)C1=O,-16.68
CC[C@]1(COC)NC(=O)N(c2cccc(SC)c2)C1=O,-29.96
CC[C@H](C(=O)OC)N1C[C@H](C)O[C@@H](c2ccccc2)C1,-29.38
C[C@@H]1CC[C@H](O)CN1C(=O)CCCS(=O)(=O)N1CCCC1,-26.72
CC(=O)N(CCc1ccccc1)Cc1nc(-c2ccon2)no1,-41.57
CC(F)(F)CCNC(=O)c1ccnc(N2CCCC2)n1,-34.15
CCc1oc2ccccc2c1CN1CCC[C@@H](c2nc[nH]n2)C1,-26.46
CC(C)Oc1ccc(F)cc1NC(=O)C(=O)N(C)Cc1ccccn1,-31.71
CC(C)N1CCN(C(=O)N[C@H](C)CN2CCCC2=O)CC1,-27.7
C=CCn1cc(CNC(=O)N[C@@H](c2ccc(F)cc2)C(C)C)nn1,-43.74
COCCN([C@@H]1CC[C@@H](C)C1)S(=O)(=O)CCOC,-28.84
CCCOc1cccc(CN2CCC[C@H](C(=O)OC)[C@H]2C(=O)OC)c1,-34.54
CC[C@H](Cc1ccccc1)NC(=O)NC[C@]1(CCO)CCOC1,-31.55
Cc1n[nH]c(C)c1[C@@H]1CCCN1C(=O)NC[C@@H]1CCC(F)(F)C1,-40.61
COc1cc(NC(=O)CCCS(C)(=O)=O)ccn1,-26.94
Cc1nc2ccnn2c(C)c1C(=O)N[C@@H]1CCCOC1,-26.48
C[C@@H](CNC(=O)Cc1ccccc1C(F)(F)F)Oc1cccnc1,-35.44
CC(C)C[C@H]1OCCC[C@@H]1NC(=O)CCc1ccsc1,-24.8
C#CCNC(=O)CCN[C@H](c1ccc(F)cc1)C(C)C,-19.55
COCCNC(=O)CN1CCN(C(=O)[C@@H]2CNC[C@H]2C)CC1,-34.36
CCOC(=O)C[C@@H](C)[S@@](=O)CCC(=O)NC(C)C,-22.0
O=C(NC[C@@H]1C[C@H]1c1ccccc1)[C@H]1CCCN(C(=O)C2CC2)C1,-43.69
CNC[C@H]1CCCN(C(=O)CNC(=O)Cc2ccccc2)C1,-27.46
CCc1ccc(/C=C\C(=O)N(C)[C@H](C)c2nc(C)no2)cc1,-29.81
Cn1ccnc(N2CCC[C@@H](/N=C(/O)N=c3cc[nH]cc3)C2)c1=O,-34.03
Cc1cnn(CCC(=O)NCc2cccc(OCCN(C)C)c2)c1,-28.17
NC(=O)c1cc(NCC2(c3cccc(Br)c3)CC2)ccn1,-42.03
CSc1cccc(C)c1NC(=O)C(=O)NCc1ncc(C)o1,-38.03
Cc1ccc(S(=O)(=O)NCCNc2ccnc3ccsc32)cc1,-36.03
Cc1ccc(-c2nc(C(=O)N[C@@H]3CCO[C@H]3C)cs2)o1,-25.68
COCc1ccc(CN(C)[C@@H](C)[C@@H](C)S(C)(=O)=O)o1,-28.13
CCOC(=O)[C@H](CCC(C)(C)C)NC(=O)C[C@@](C)(O)C1CC1,-24.18
CSc1ccc(C(=O)NC[C@H](C)CC(=O)O)o1,-36.35
CCCC[C@H](C)N(C)C(=O)Cc1nnc(NC)s1,-32.3
O=C(CN1Cc2ccccc2OC1=O)N[C@@H]1CCCC[C@H]1O,-38.22
Cc1ccc([C@@H](C)NC(=O)NCCS(=O)(=O)N(C)C)c(C)c1,-29.49
O=C(Nc1cc(Cl)cc(Cl)c1)C(=O)N1CCN(CCO)CC1,-33.75
COc1cc([C@H](C)NCCCCCSC)c(F)cn1,-18.37
CCOC(=O)[C@]1(COC)CCCN(C(=O)C[C@@H]2CC[C@H](C)C2)C1,-31.24
CN1CC[C@]2(CCN(C(=O)CCNC(=O)c3ccco3)C2)C1,-31.74
O=C(NCCC[C@H]1CCCN1)c1ccc(CSc2nc[nH]n2)cc1,-33.51
CCOC(=O)[C@H]1NC(=O)N(CCc2cc3ccccc3o2)C1=O,-34.04
CN(CCOCCO)C(=O)/C=C/c1ccc(Br)o1,-28.5
Cc1cnc(CCN(C)C(=O)C[C@H]2CCC[C@H]2C)s1,-29.3
CC[C@@H](NC(=O)C(=O)NCc1cc(F)cc(F)c1)c1ccccc1,-25.6
C[C@@H]1CCC[C@@]1(C)C(=O)N1CCc2c1cccc2C#N,-29.75
CC[C@H](C)[C@@H](NC(=O)c1ccccc1)C(=O)N1CC(n2ccnn2)C1,-29.39
O=C(CCc1ccccc1F)NCC1=CCCCC1,-37.56
C[C@@H]1CN(C(=O)[C@@H]2CCN(CC(F)(F)F)C2)[C@H]1C,-23.16
CC[C@H](CC#N)NC(=O)c1c[nH]c(C(F)(F)F)c1,-29.07
COC(=O)[C@H]1CC[C@@H](N[C@@H]2CCc3c2ccc(OC)c3F)C1,-6.8
C=C(C)CN(CC)Cc1ccc(OCCOC)c(OC)c1,-14.9
CC(=O)Nc1ccc(NC(=O)c2cnn3c2C[C@H](C)CC3)cc1Cl,-32.06
COc1cccc(C(=O)NCCNC(=O)CC[C@H](C)N)c1,-21.24
CCO[C@H]1C[C@H](NC(=O)c2ccc3nccnc3n2)C12CCC2,-22.19
COc1ccc(C(=O)N[C@@H]2CCN([C@@H](C)c3ccccc3)C2)c(O)c1,-26.28
CC[C@@H](N)CNC(=O)NC[C@H](C)Oc1ccccc1,-21.47
COC(=O)[C@]1(NS(=O)(=O)CCOc2ccccc2)CCOC1,-59.67
CN=c1nc(C(=O)N[C@H]2CSC[C@@H]2C)cc(C)[nH]1,-31.27
CCCC[C@@H](C)N(C)C(=O)NC[C@@]1(COC)CCCN1,-5.77
C#CCN(c1nc(C(F)(F)F)ccc1C#N)C1CC1,-28.74
N#C[C@H]1CC[C@@H](NC(=O)Cc2ccc3c(c2)CCCO3)C1,-32.43
COCCc1nsc(N2CCC[C@@H](C(N)=O)C2)n1,-40.74
CNS(=O)(=O)N1CCN(CC[C@H]2CCC[C@@H](C)C2)CC1,-29.34
COC(=O)N1CCC(CNC(=O)N[C@@H]2CCc3c2cccc3O)CC1,-33.62
N#CCCn1ncc(C(=O)NCC2CCOCC2)c1-c1ccccc1,-39.74
CCc1nsc(N2CCCN(C(=O)[C@@H]3[C@@H](C)C3(F)F)CC2)n1,-41.95
FC(F)c1noc(CN[C@@H](c2ccccc2)C(F)(F)F)n1,-29.55
COC(C)(C)CNC(=O)N[C@@H]1CCCN(C2CCCCC2)C1=O,-28.53
CC(C)N1CCC[C@@H](Sc2nnc(-c3ccccc3F)[nH]2)C1=O,-38.3
Cc1cncc([C@@H](C)NCc2ccc3c(c2)C(=O)NCC3)c1,-37.74
COC(=O)N[C@@H](C)C(=O)N1CCCCC[C@@H]1/C=C\c1cccs1,-29.39
Cc1cc2c(cc1C)O[C@H](C(=O)N[C@]1(C#N)CC1(C)C)C2,-32.68
CCCc1nc(C)c(NC(=O)[C@]2(C)CCCCO2)s1,-18.52
CCOC(=O)Cn1cnc(NC(=O)N2CC[C@H](C)[C@@H](OC)C2)n1,-43.38
CN1CCOC[C@H]1C(=O)Nc1ccc(OC(C)(C)C)cc1,-29.21
NC(=O)N1CCC[C@@H](CNC(=O)c2cscc2Br)C1,-44.62
CCN(CCc1noc([C@H](C)Oc2cccc(Cl)c2)n1)C(C)=O,-40.73
CC[C@]1(C)CCCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)C1,-38.14
Cc1ncccc1CC(=O)N(C)Cc1cccn1C,-33.67
O=C(C(=O)N1CCn2cncc2C1)N1CC[C@@H](N2CCCCC2)C1,-29.65
CC(=O)N1CC[C@@H](C(=O)N2CC[C@@H](COCc3ccccc3)C2)C1,-28.53
O=C(Cn1ccc(O)nc1=O)NCCc1ccccc1[N+](=O)[O-],-38.62
CCOCCS(=O)(=O)N(C)C(C)(C)CC(=O)OCC,-11.42
C=CCN(CC=C)C(=O)N[C@@H](CC)CS(=O)(=O)c1ccccc1,-33.1
CC(C)(C)OC(=O)[C@@]12CCC[C@@H]1CN(C(=O)NCCn1cccc1)C2,-29.29
C[C@H]1CCNC[C@@H]1NCc1ncn(-c2ccccc2)n1,-22.02
CC[C@@H](NC(=O)c1c(Cl)nccc1C(F)(F)F)C(N)=O,-27.65
Cc1nc([C@H]2CCCCN2C(=O)[C@H](C)Oc2ccccc2F)n[nH]1,-32.21
COC(=O)CCN1CC[C@H](NC(=O)Nc2cc(C)ccc2F)C1=O,-30.01
COc1ccc(C(=O)NCCCC(=O)N[C@H](C)c2cnn(C)c2)cc1,-33.75
CCOCC1(C(=O)N2CCC[C@@H](n3cc(CO)nn3)C2)CC1,-32.09
CC(C)(C)[C@H](NC(=O)N1CCC[C@@H](CCO)CC1)C(F)(F)F,-30.5
CC1(C)CN(C(=O)N[C@H](CN)c2ccc3ccccc3c2)CCN1,-16.37
O=C(N[C@@H]1CC[C@H](O)C1)c1cccc2nccnc21,-28.33
Clc1cccnc1N1CCN(CCCN2CCCC2)CC1,-21.05
CNC(=O)C1CN(C(=O)c2cc3sc4ccccc4c3s2)C1,-33.16
C[C@@H](CC[S@](C)=O)Nc1nnc(C2CC2)s1,-50.84
C[C@@H]1CC[C@H](CNCCC(=O)Nc2cccc(Br)c2)O1,-19.88
CNS(=O)(=O)[C@@H]1CCCN([C@H](C)c2ncc(C)o2)C1,-37.6
CC[C@H](C)[C@H](CNC(=O)N[C@H]1CCOC2(CCCC2)C1)OC,-27.83
COCc1ncc(C(=O)Nc2cnn([C@@H](C)C3CC3)c2)c(=N)[nH]1,-34.69
COc1ccc(-c2nc(CC3CCC3)no2)cc1N1CCNC1=O,-33.35
N#Cc1cc(N2CCC(CC(=O)N3CCCC3)CC2)c2ccccc2n1,-41.25
CN(CCCN1CCCC1)Cc1nc(Cl)ccc1Cl,-17.83
C[C@@]1(C(=O)N2CCC(Cc3c(F)cccc3F)CC2)CCCO1,-34.15
C[C@@H]1Oc2ccccc2N(CC(=O)N[C@@](C)(CN)C2CC2)C1=O,-17.5
O=C(CCn1ccnc1)N1CCC(=Cc2cccc(F)c2)CC1,-24.36
COC(=O)[C@@H](C)CC(=O)Nc1ccc(OCC(F)(F)F)c(F)c1,-37.57
COC[C@H](C)CNC(=O)N1CC[C@H](CC(C)(C)C)C1,-19.03
C[C@H](C(=O)NC1CCCC1)N1CCN(C(=O)N[C@H]2CCNC2)CC1,-20.18
CCc1ccc(NC(=O)[C@@H]2CCc3[nH]ncc3C2)cc1,-29.16
COC[C@H](NC(=O)[C@H](C)N1C(=O)[C@H]2CCCC[C@@H]2C1=O)C(C)C,-28.36
COc1cc(OC)c(C(=O)N[C@@H]2CCC[C@@H](C(N)=O)C2)cc1OC,-27.31
C[C@@H]1CCN(C(=O)C2CCC(=O)CC2)[C@H]2CCCC[C@H]12,-24.15
CCCC(=O)NC[C@@H]1CCCN([C@@H](C)c2nnnn2C2CC2)C1,-33.8
COc1cc(C)cc(NC(=O)C(=O)N[C@@H](C)C[C@H]2CCCO2)c1C,-25.98
CC[C@H](CNC(=O)c1ccc2c(c1)N(C)CC2)OC,-30.24
CCCCS(=O)(=O)NCC(=O)N1C[C@@H](C2CC2)O[C@@H](C)C1,-26.16
C[C@@H]1CCCC[C@H]1CNC(=O)NCc1ccc2c(c1)C(=O)NCC2,-35.82
CCCc1noc(CN[C@H]2CCC(=O)N[C@H]2C)n1,-27.3
COc1ccc(C)cc1CCNS(=O)(=O)[C@@H](C)C(=O)N(C)C,-19.96
Cc1nc(NC(=O)NCCCC(C)(F)F)ccc1-c1cnn(C)c1,-32.51
Cc1csc([C@H](C)NC(=O)[C@@H]2CCCC[C@@]2(C)N)n1,-15.47
CC(C)NC(=O)CN(C)C(=O)CN(C)[C@H]1CCS(=O)(=O)C1,-29.52
Cc1ccc(Cl)c2c1CCCN2C(=O)Cc1cnn(C)c1,-36.23
Cc1ccccc1[C@@H]1C[C@@H]1C(=O)NC[C@@H](C)C[C@@H](C)O,-21.96
CCOc1cc2c(cc1CN[C@@H]1CCN(C)C[C@H]1C)O[C@@H](C)C2,-18.47
CC[C@@H]1CN(CCNC(=O)[C@@H]2CCCCC(=O)N2)CCO1,-32.2
CC[C@H](C(=O)Nc1ccc(F)c(NS(C)(=O)=O)c1)C(=O)OC,-42.46
CCCN1C[C@@H](C(=O)N[C@@]2(CCO)CCOC2)CC1=O,-29.45
Cn1c2ncc(C(=O)NCC3(CC#N)CC3)cc2c(=O)n(C)c1=O,-37.77
CCN(CC)CCOc1ccccc1NC(=O)Cc1ncccc1F,-30.49
C[C@@H](N)c1ccc(CNC(=O)N2CCC[C@H]2Cn2ccnc2)cc1,-45.29
CC1(C)C[C@H]1CNC(=O)NCCC(=O)N[C@H]1CCS(=O)(=O)C1,-28.53
Cc1ccccc1CC[C@H]1CCCN(C(=O)CCn2cccn2)C1,-27.31
C(OC1CCCC1)c1nc([C@H]2CN3CCCC[C@H]3CO2)no1,-31.52
N#Cc1cc(C(=O)N2CCC[C@]3(CCCOC3)C2)c[nH]1,-31.42
CN(Cc1ccccc1)C1CN(C(=O)C[C@@H]2C=CCCC2)C1,-29.46
CC(C)NC(=O)c1nnc(N2CCC[C@]3(CCCOC3)C2)n1C1CC1,-27.9
COc1cc(OC)cc(C(=O)N(CC(F)F)C[C@H](C)O)c1,-15.55
COC(=O)CSCCNC(=O)C(=O)Nc1cc(C(C)C)on1,-38.44
C[C@@H]1CN(Cc2cccc(OCc3ccccn3)c2)[C@@H](C)CN1,-27.11
Cc1ccc(S(=O)(=O)N2CCC23CCOCC3)c2cccnc12,-24.67
CCCCc1nc(CNc2cccc(OCC(N)=O)c2)c(Cl)[nH]1,-28.63
CC[C@@H]1CCCN(C(=O)C(=O)NCCc2c[nH]c3cc(F)ccc23)C1,-26.33
CN(CC1CCCCC1)C(=O)CN1C[C@@H]2CCC[C@H](N)[C@H]2C1,-17.44
COCCN(C)CCCNC(=O)c1ccc(OC(C)C)cc1Cl,-25.61
CC(C)c1ccc([C@H](C)NC(=O)C(=O)N[C@@H](C)[C@H]2CCCCO2)cc1,-24.44
C[C@@H]1OCC[C@@H]1C(=O)N1CCOC[C@H]1c1ncnn1-c1ccccc1,-26.24
COC(=O)c1ccc(CN2CC(C)=C[C@@H](C)C2)cc1,-14.97
O=C([C@@H]1CNC(=O)C1)N1CCc2sccc2[C@@H]1c1ccccc1,-29.82
CCc1oc(C(=O)NCc2ccc(C[S@](C)=O)cc2)cc1C,-40.24
Cc1cnc(CCNC(=O)Nc2ccc(C(F)(F)F)c(C)c2)nc1,-37.87
CC(C)N1CCC(C(=O)N(CC2CC2)CC2CC2)CC1,-19.81
CCOC(=O)CN(C(=O)CSC[C@@H](C)CC)c1ccccc1,-20.63
NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)c1c[nH]c(-c2ccccc2)n1,-48.9
CC(C)[C@@]1(CO)CCN(C(=O)C(=O)Nc2ccn(C)n2)C1,-33.3
CN(C)C(=O)c1ccc(C(=O)N2CCC[C@H](C(F)(F)F)C2)cc1,-44.87
Cn1cnnc1NC(=O)C(=O)c1ccc(Cl)cc1,-41.79
O=C(c1noc2c1CCCCC2)N1CCOC[C@@H]1[C@H]1CCCO1,-32.52
CCc1nc(C)c([C@H](C)N(C)C(=O)c2c[nH]c(C#N)c2)s1,-32.93
C[C@H](c1ccncc1)N1CCC(N2C(=O)[C@H]3CCCN3C2=O)CC1,-32.69
COc1cc([N+](=O)[O-])ccc1C(=O)Nc1nnc(C)n1C1CC1,-37.93
CN(CCN1CCCC1)C(=O)N(C)c1ccc(F)cc1,-21.45
CC[C@H](C)[C@@H]1CCCCN1C(=O)C[C@@H]1CCNC1,-14.75
CCN1CN(C(=O)CCC(=O)c2cnn(C)c2)CC1=O,-41.34
C[C@@H](O)CCCNc1ncncc1Br,-24.61
CC#CCCCC(=O)N1CCC(C(=O)Nc2ccccc2O)CC1,-28.15
C[C@H](NC(=O)N1CCNC[C@@H]1C)[C@H]1CCCCO1,-24.89
CC(C)[C@H](NC(=O)N1CCn2ncnc2C1)c1ccccc1Cl,-33.76
COc1c(C)ccc(NCc2nnnn2Cc2ccccc2)c1C,-41.71
COC(=O)[C@@](C)(O)CN1CCCC[C@@H]1c1nc(-c2ccccc2)no1,-27.18
CN(Cc1cc(C(C)(C)C)n[nH]1)C(=O)Cc1c(F)cccc1C#N,-39.16
O=C(NCCc1nc2c(s1)CCCC2)N1CCn2cncc2C1,-31.77
COc1ccccc1[C@H](C)NC(=O)c1cccc(-n2cccn2)c1,-25.92
C[C@H](NC(N)=O)C(=O)N[C@@H]1CCN(S(=O)(=O)c2ccccc2)C1,-31.6
O=C(NCCCN1CCCCC1)c1ccc(-c2ccncc2)c(F)c1,-34.38
O=c1c2ccoc2ccn1CCOc1ccc(Cl)cc1,-34.77
COC1(C(=O)N2C[C@@H]3[C@H](C2)OCCN3Cc2ccccc2)CCC1,-20.69
CC(C)OC[C@H](CO)N(C)c1ccc(Cl)cn1,-30.78
CC[C@H](C[C@H](C)CO)NC(=O)NCCOC(C)C,-15.82
C[C@@H]1CCC[C@H](C)N1CCNC(=O)[C@H]1CCCNC1,-8.57
C=Cn1cc(CNCCCN2C[C@H](C)C[C@@H](C)C2)cn1,-22.04
COC(=O)C[C@@H]1COCCN1C(=O)[C@H](O)C1CCC1,-35.05
C[C@H](c1nccs1)N1CCN(C(=O)c2csc3cncn32)CC1,-43.31
O=C1C[C@@H](C2=N[C@@H]([C@H]3C=CC=NC3=O)ON2)CN1c1cccc(F)c1,-35.42
CCO[C@@H]1C[C@H](NC(=O)CCc2ncc[nH]2)[C@@H]1Oc1ccccc1,-31.96
Cc1n[nH]c(C)c1C[C@H](C)C(=O)NCCCc1c[nH]c2ccccc12,-36.18
Cc1nn(-c2ccccc2)c2c1[C@H](c1cccnc1)NN2,-27.59
O=C(NCCOCC(F)F)NCCc1nc2ccccc2s1,-26.6
CN(C)[C@H](Cc1ccccc1)C(=O)NC1CCN(C(C)(C)C)CC1,-24.01
COCC[C@H](C)NC(=O)Nc1ccc(O[C@H]2CCN(C)C2=O)cc1C,-43.03
COC(=O)CC1(NC(=O)c2cccnc2)CCCCC1,-31.16
Cc1ccccc1C1(CNC(=O)C(=O)N2C[C@H]3CNC[C@H]3C2)CC1,-32.02
C[C@@H](C(=O)NCc1cn2ccsc2n1)N1CCN(C)CC1,-36.77
CN[C@H]1CCN([C@@H](C)c2nc(Cc3ccccc3)no2)C1,-22.33
CCOC(=O)c1cn(C)[nH]c1=NC(=O)N1CC2(CCC2)C[C@H]1C,-37.03
COc1ccc(OC)c(CC(=O)N(C)Cc2ccc(Cl)nc2)c1,-38.12
CCNC(=O)CC(=O)N(C)CCOc1ccc(F)cc1,-24.32
O=C(c1ccc(Cl)cc1[N+](=O)[O-])N1C[C@@H]2CCC[C@@H]21,-34.27
C[C@H]1CN(C(=O)NCCn2cccc2)CCN1C(=O)c1cnn(C)c1,-32.42
COC(=O)c1cn(C2CN(c3ncnc4c(C)csc43)C2)nn1,-36.35
Cn1ncc2c1C[C@H](C(=O)Nc1nnc(CC(F)(F)F)s1)CC2,-40.67
C=C[C@H](CO)NC(=O)NCCc1ccc(C(C)(C)C)cc1,-23.72
CCOC(=O)C1(C(=O)N[C@@H](C)[C@@H]2COc3ccccc32)CC1,-30.28
C[C@@H](NC(=O)[C@H]1CN(C)C[C@H]1C)c1ccc(F)cc1Cl,-20.68
CC(C)C(=O)NCCN(C)C(=O)[C@@H]1CCCCS1(=O)=O,-23.68
COc1ccc(CC(=O)N[C@@H]2C[C@H](OC(C)C)C2(C)C)c(F)c1,-28.32
Cc1cc(S(=O)(=O)N2CCOC3(CCC3)C2)cnc1Cl,-42.36
Cc1cc(C(=O)N2CC[C@@]3(CCCN3C(=O)OC(C)(C)C)C2)ccn1,-29.67
COc1ccc(C(=O)N(C)CC[C@H](N)C(C)C)c(OCC(C)C)c1,-13.13
Cc1ccccc1OC[C@H](O)CNCc1ccnc(-n2cccn2)c1,-27.42
COC(C)(C)C[C@H](C)NC(=O)c1nc(N(C)C)nc(=N)[nH]1,-23.87
CCOC(=O)CNc1cc(NC(=O)CC)ccc1Cl,-31.32
C#CCN(C(=O)NCc1cccc(NC(=O)N(C)C)c1)C1CC1,-48.46
CCOC(=O)[C@@H](CCOC(C)(C)C)NC(=O)[C@H]1CCC(F)(F)C1,-21.57
Cc1c(Br)cccc1CC(=O)N[C@@H]1CCO[C@@H](C)C1,-26.82
O=C(Nc1ccc(-c2ncc[nH]2)cc1)[C@]12C[C@H]1CCN2,-32.13
CCC[C@@H](CNC(=O)[C@H]1CCN(c2ccccc2)C1)C(=O)OCC,-28.91
CCS(=O)(=O)C[C@H](C)NC(=O)c1csc(C2CCCCC2)n1,-28.62
Cc1ccc(C#N)cc1NCc1nnc2n1CCOC2,-41.49
CCc1ccc(OCC(=O)NCC[C@@H]2CCCCO2)cc1,-25.67
C/C=C/C[C@H](CO)NC(=O)c1cnc2ccc(C)cn2c1=O,-40.9
CC[C@@H](SC)C(=O)N1CCN(c2cncc3ncnn32)CC1,-34.73
O=C(CCCn1cccn1)NC[C@H]1CCCn2ccnc21,-38.0
CC(=O)c1ccc(C(=O)N[C@H](C)[C@@H](O)Cc2ccccc2)s1,-40.08
COC(=O)c1ccc(S(=O)(=O)N2CCC[C@H](N)C2)cc1Cl,-27.5
O=C(c1cncc(-c2cc3ccccc3o2)n1)N1CCCC1,-33.73
CC(F)(F)CCNCc1cnn(Cc2ccc(F)cc2)c1,-21.41
Cc1nc(C)n(C[C@@H]2CCCN(C(=O)c3ccsc3C)C2)n1,-34.36
CCC[C@]1(C)C(=O)NCCN1C(=O)c1csc(S(C)(=O)=O)c1,-31.62
O=C(CCc1cc2ccccc2[nH]c1=O)Nc1ccc2c(c1)COC2,-29.89
O=C(NC[C@H]1CCN(CCc2ccccc2)C1)c1cnc[nH]1,-18.5
CO[C@H](C(=O)Nc1cnc(C(C)C)nc1)C(C)C,-19.58
C[C@@H]1C[C@@H](C)CN(C(=O)c2cc(C(F)(F)F)nn2C)C1,-35.27
COC[C@@H](O)CCNC(=O)Nc1ccc(OC[C@@H]2CCCO2)cc1,-34.11
CCn1cnnc1C1CCN(C(=O)[C@H]2C[C@H](C)CCO2)CC1,-43.79
C[C@@H]1CCC[C@H](C)N1CCNC(=O)C(=O)NC[C@H](N)C1CC1,-4.83
CCc1nocc1CN(C)C(=O)N[C@H]1CC(=O)N(C2CCCCC2)C1,-34.66
CC[C@@H]1OCC[C@H]1NC(=O)C[C@@H](C)Cc1cccc(F)c1,-29.07
CC[C@H](C)Oc1ccc(NC(=O)N2CC[C@@H](N3CCOCC3)C2)cc1,-35.95
C[C@H]1O[C@@H](C)[C@H](C)[C@H]1NC(=O)c1cnn(C[C@@H](O)CO)c1,-30.23
CC1(C)CCC[C@H]1NC(=O)C(=O)Nc1ccc(C#N)cc1Cl,-27.05
CCN(CC)C(=O)CCC(=O)N1CC[C@H]2[C@H](CCCN2C2CC2)C1,-15.3
COC(=O)[C@H]1C[C@@H](NC(=O)[C@H]2CCCC[C@H]2C2CC2)C1,-31.54
CCOC(=O)[C@H](C)CNC(=O)Nc1cc(Cl)ccc1N(C)C,-21.73
O=C(CSCc1ccncc1)N(Cc1cccc(O)c1)CC1CC1,-35.31
CCOC(=O)C1(C)CCC(NC[C@H]2CCCS(=O)(=O)C2)CC1,-16.72
N#Cc1cc(C(=O)N=c2cc(C3CC3)[nH][nH]2)ccn1,-35.47
CCC[C@@]1(CO)CCN(c2nc(-c3ccc(C)cc3)no2)C1,-33.73
CCOCCN(CC)C(=O)[C@@H]1CC(=O)N(C)[C@@H]1c1cccs1,-25.48
COC[C@H]1CN(C(=O)N[C@H]2C=CCCC2)CCO1,-25.63
Cc1nc2n(n1)CCN(C(=O)NC[C@H]1[C@@H]3c4ccccc4C[C@H]13)C2,-36.12
Cc1cc(NC(=O)N2CCOC[C@@H]2C[C@@H](C)O)ccn1,-29.99
CC(C)(C)n1cc(CNC[C@@H](Cc2ccc(Cl)cc2)C(=O)O)cn1,-33.56
CCc1ccccc1OCC(=O)NCCOc1ccc(F)cc1F,-26.62
CC(C)(C)OC(=O)c1cccc(C(=O)N2CC[C@@H](O)C23CCCC3)c1,-41.99
O=C(CCN[C@H](CO)c1c(F)cccc1F)N1CCc2ccccc21,-49.65
Cc1ccccc1C[C@H](CO)NC(=O)[C@@H]1C[C@@H]1c1ccccc1Cl,-27.36
Cn1cc(CN=c2[nH]c3ccccc3[nH]2)c(-c2cccs2)n1,-32.79
C[C@@H](O)CCNC(=O)c1ccc(NC(=O)OC(C)(C)C)cn1,-38.4
O=C1N[C@H](c2ccc(-n3cccn3)cc2)N2Cc3ccccc3C[C@H]12,-36.97
CC[C@@H](C)c1cc(C(=O)N2c3ccccc3C[C@H]2C(=O)NC)on1,-32.1
CN(C)c1cccnc1CNC(=O)N1CCSC2(CCCCC2)C1,-37.67
CCNC(=O)CN1CCC(C(=O)NCCCN2CCCCC2)CC1,-28.77
O=C1CC[C@@H]2CN(CCCC3CCCC3)CC[C@H]2N1C1CC1,-20.74
CC[C@H]1CN(C(=O)c2cnc3ccccc3c2C)CCN1CCOC,-27.77
OCC1([C@H](NCc2cnn3ccccc23)C2CC2)CCOCC1,-17.25
CN(C)C(=O)[C@@H]1CCCN1Cc1ccc(C(=O)O)cc1,-59.31
COC[C@@H](NC(=O)CCOCc1ccccc1)c1ccco1,-29.82
COC[C@H](C)n1ccc(NC(=O)Nc2cc(F)cc(F)c2OC)n1,-37.02
CC[C@@H](NC(=O)CSc1nncn1-c1ccc(OC)cc1)C(N)=O,-42.15
CC(C)[C@@H]1CCCN(C(=O)N[C@@H]2CN(C3CC3)C[C@H]2C)CC1,-19.43
CC[C@@H](C)[C@@H](NC(=O)c1cc(C(=O)OC)co1)C(=O)OC,-35.44
C[C@H](N[C@@H]1CCCc2n[nH]cc21)c1ccc2c(c1)OCO2,-20.02
N#CCCN(CCC#N)C(=O)CN1C[C@@H](F)C[C@@H]1C(N)=O,-38.38
COCCN1CCN(CC(=O)Nc2ccccc2[N+](=O)[O-])C[C@H]1C,-29.78
O=C(N[C@H](CO)c1ccccc1)c1cccc(Br)c1F,-26.1
