SMILES,dockscore
Cc1nn(C)c(=O)c(C(=O)NC[C@@H](C)N2CCCC[C@H]2C)c1C,-36.52
C[C@@]1(CCCC(=O)NC(C2CC2)C2CC2)NC(=O)NC1=O,-16.87
Cc1cccc(C(=O)N(C)C[C@H]2CCCN2c2cccnn2)c1,-27.23
CCC[C@@H](CCc1ccccc1)NC(=O)N[C@H](C(=O)NC)C(C)C,-25.72
COC(=O)C[C@H]1CCCN1C(=O)[C@@H](C)Oc1ccccc1F,-18.78
CCc1c(C(=O)Nc2ncnc3oc(C)c(C)c32)ccn1C,-32.53
O=C(CCc1cncs1)Nc1ccccc1-n1ccnn1,-32.62
CCCN(CC(=O)NC)C(=O)[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,-24.63
C[C@H](C(=O)NCCN1CCOC[C@H]1C)S(=O)(=O)C1CCOCC1,-8.74
Cc1ccc(CNC(=O)Nc2nccn(C)c2=O)c(OC(C)(C)C)c1,-34.31
CCSCC[C@@H](C)NC(=O)NCc1ccc(-n2ccnc2)nc1,-33.25
Cc1cnc(CC(=O)N2CCC(OC3CCCCC3)CC2)s1,-29.13
COc1cc(C(=O)Nc2ccccc2OC)cc2c1O[C@@H](C)C2,-27.75
CCSc1cc(CNC(=O)COc2c(C)nn(C)c2C)ccn1,-26.67
C[C@H](c1ccc(F)c(F)c1)N(C)C(=O)NCC[C@H](C)[S@](C)=O,-16.14
c1sc(-c2ccccn2)nc1CN1CCC([C@H]2CCCNC2)CC1,-35.43
CCn1cc(CNC(=O)N2CCN(C)[C@@H](c3ncc[nH]3)C2)cn1,-29.26
CCc1ccc(CCC(=O)NCc2ncccc2O)cc1,-28.74
COc1cc(NC(=O)[C@H](OC)C2CCCC2)cc(OC)c1OC,-13.15
CN1C(=O)CC[C@@H](NCc2ccc([N+](=O)[O-])cc2)C1=O,-44.25
O=C(c1ccn(C2CCOCC2)n1)N1CCC[C@H](C2CCNCC2)C1,-24.44
CCc1ccc(NC(=O)C2(c3cccc(C)c3)CC2)cc1S(N)(=O)=O,-20.62
CN(C)C[C@@H]1CN(C(=O)c2ccc(Cl)s2)C[C@@H]1CO,-0.02
CO[C@H]1CCC[C@H]1CNC(=O)CCN(Cc1ccccc1)C(C)=O,-35.94
CCC[C@@H]1C[C@H](C(=O)N[C@H](CO)CC(F)F)CCO1,-25.66
COCC(=O)N[C@H](C(=O)N1[C@@H](C)C[C@@H]1C)C(C)C,-14.2
CN(C)Cc1ccc(CNC(=O)C[C@H]2C=CCC2)cc1F,-32.01
C[C@@]1(CNC(=O)/C=C\C(=O)Nc2ccc3n[nH]cc3c2)CCC(=O)N1,-30.84
C[C@]1(C(=O)NCc2ccoc2C(=O)O)CCCOC1,11.29
CC[C@H]1CN(Cc2ccc(Cl)cc2F)C[C@@]2(CCOC2)O1,-27.2
Cc1ccccc1CCNC(=O)[C@H](C)Nc1cnn(CC(N)=O)c1,-33.9
NC(=O)NCc1ccc(C(=O)Nc2ccc(OC(F)F)cc2)cc1,-33.71
O=C(Cn1cc([N+](=O)[O-])ccc1=O)N1CCN(C2CCCC2)CC1,-43.53
CCc1nc(C)cc(N2CCC(n3ncc(C(=O)O)c3C)CC2)n1,-20.87
N#CC1(CS(=O)(=O)N2CCN(c3ncccn3)CC2)CC1,-26.65
COC(=O)[C@H](NCc1noc(C)n1)[C@H]1CCC[C@@H](OC)C1,-24.79
CCOC(=O)[C@H](C)[C@@H](C)NC(=O)CN1CCCC[C@@H](N)C1=O,-8.86
CCO[C@@H]1C[C@H](NC(=O)c2csc(CO)n2)C12CCCC2,-23.57
C[C@H](C(=O)N1CC(=O)N[C@@H]2CCCC[C@H]21)N1CCc2ccccc2C1,-11.69
O=C(Nc1nnc(C(F)(F)F)s1)N[C@H]1C[C@@H]1c1ccccc1,-25.04
CC[C@H](C)n1ncc(C(=O)N2CCCc3ccc(C)cc32)c1C,-20.37
Cc1ccsc1CNc1cccc2ccc(C)nc21,-27.64
COC(=O)c1ccc(NC[C@H]2CCSC2)nc1C,-27.92
Cc1nc(C)c(S(=O)(=O)NCc2ccc(CC(N)=O)cc2)s1,-30.52
CC(C)C1(CNC(=O)C(=O)Nc2cccc(OCCCC#N)c2)CC1,-26.21
O=C(C[C@H]1Oc2ccccc2NC1=O)N1CC[C@@H](O)C1,-25.35
N#CC1(CNC(=O)C(=O)N[C@@H]2CCC[C@H](C(F)(F)F)C2)CCCCC1,-33.05
CO[C@H]1CCCC[C@@H]1C(=O)N[C@@H]1C[C@H]1C(F)(F)F,-27.24
CC(=O)NCCCCCC(=O)NCc1nc2cc(F)ccc2[nH]1,-27.93
O=C(CCN1C(=O)[C@H]2CCCC[C@@H]2C1=O)N1C[C@H]2[C@H](CO)[C@H]2C1,-30.68
O=C(c1c[nH]nc1-c1cccnc1)N1CCC(O)CC1,-23.2
O=C(CCc1ccc(O)cc1)NCCCNc1ccccc1F,-43.1
O=C(NC[C@@H]1CCN(Cc2ccccc2)C1)N1CC[C@]12CCOC2,-45.89
COc1cccc(CCNC(=O)Nc2cnn(C(C)C)c2)c1,-38.6
CCNC(=O)CN1CCC(c2cc(C)n[nH]2)CC1,-51.42
Cc1cc(C)n(-c2ccc(C(=O)Nc3ncc(C(C)(C)O)s3)cc2)n1,-35.9
COc1ccc2oc([C@H](C)NC(=O)NCC(=O)N(C)C)c(C)c2c1,-31.1
COC(=O)c1ccccc1S(=O)(=O)N(C)Cc1ccc(C)c(C)c1,-29.6
COc1cccc(C)c1NC(=O)C(=O)N[C@H]1CCC1(C)C,-27.53
CC[C@@H](C)[C@@H](NC(=O)c1cnc(C)s1)C(F)(F)F,-29.22
COC(=O)[C@@H](Cc1ccncc1)NC(=O)c1ccccc1SC,-25.08
C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(Sc2ccccn2)CC1,-32.22
Cc1ccc(F)c(CN2CCCN(CC(F)F)CC2)c1,-43.64
Cc1cccc(C)c1OC[C@H](O)Cn1nnnc1-c1ccccn1,-32.72
C[C@@H](N[C@H]1CCc2nccn2C1)c1cccc([N+](=O)[O-])c1,-34.78
C[C@@H](C(=O)N[C@H]1CCOc2ccccc21)N(C)Cc1ccsc1,-46.82
C[C@@H]([C@H](C)NC(=O)[C@H]1CCCN1C1CC1)C1CCCCC1,-46.35
CN(C(=O)c1occc1COc1cccc(C#N)c1)c1nccs1,-36.62
CN(C)CCOC1CCN(C(=O)CC2(C)CCCCC2)CC1,-15.7
Cc1ccc(C(=O)N[C@@H](c2ncon2)C(C)C)n1C,-21.95
CCCOc1ccc(NC(=O)N2CCNC(=O)[C@@H]2CC(C)C)c(C)c1,-19.81
O=C(CCCNC(=O)c1ccc(F)cc1)NC[C@H]1CCN(C2CC2)C1,-29.44
C[C@@H](NC(=O)Cc1ccc(C(C)(C)C)cc1)[C@@H]1CCCO1,-27.46
CCc1nc([C@@H]2CN(C(=O)Nc3ccc(C)cc3SC)CCO2)n[nH]1,-24.05
CC[C@@H]1CCC[C@H](NC(=O)C(=O)NCc2ccnn2CC)C1,-29.99
C[C@@H](C(=O)Nc1ccc(-c2cnc[nH]2)cc1)N(C)CC1(O)CCC1,-45.12
CN1C(=O)Cc2cc(NS(=O)(=O)c3cc(Cl)ccc3F)ccc21,-1.44
CN1CCC[C@H](CCNC(=O)N[C@@H]2[C@@H]3CCC[C@@H]32)C1,-31.3
Cc1cccc(NC(=O)C[C@H]2CCCC(=O)N2)c1Br,-31.22
CC(C)CCCNC(=O)C(=O)N[C@@H](C)C[C@@H]1CCCO1,-22.19
COC(=O)C1(C(=O)Nc2ccc(C(=O)N3CCOCC3)c(F)c2)CC1,-27.21
COCCS(=O)(=O)N1CCN(S(=O)(=O)c2ccccc2C#N)CC1,-18.26
CCC[C@@H](O)[C@@H](CO)NC(=O)Nc1cc(C)c(OC)cc1Cl,-29.5
Cc1cnccc1NC(=O)N1C[C@H](C)O[C@]2(CCO[C@@H]2C)C1,-23.33
C[C@H]1CCc2sc(C(=O)N3CC(F)C3)cc2C1,-31.57
CCOC(=O)CN(CC(=O)Nc1ccccc1Br)C1CC1,-18.91
Cc1cccc2c1OC[C@@H](NC(=O)c1ccnc(F)c1F)C2,-33.4
O=C(Cc1ccc(Br)s1)N(CCO)C1CCC1,-29.84
Cc1csc([C@H]2CCCN(Cc3ccc(-n4ccnc4)nc3)C2)n1,-45.49
Cn1nccc1COCC(=O)N1CCN(C(=O)c2ccsc2)CC1,-29.99
C[C@H]1CN(C(=O)NCc2ncnn2-c2ccccc2)C[C@H]1C(N)=O,-20.27
Cc1nn(-c2ccccc2)c(Cl)c1C(=O)N1C[C@H]2CNC[C@H]2C1,-27.56
CC1(C)C[C@@H]1C(=O)N1CCOC[C@H]1c1ccccc1,-17.6
CCCCOCCOCCNC(=O)N[C@@H]1CCN(C(C)=O)C1,-6.73
C=C(C)CN/C(=N\CC)NC[C@@H]1CCS(=O)(=O)C1,-36.17
CSc1cc(C(=O)NCc2ccc(F)c(F)c2)ccn1,-33.62
Cc1cc(C#N)cnc1C(=O)NCCOC(C)(C)C,-29.89
COCc1cccc(CC(=O)N2CC(=O)N(CCC(F)(F)F)C2)c1,-28.4
Cc1cc(C)c(NC(=O)CN2CCC(Cn3cncn3)CC2)c(Cl)c1,-30.21
CCSCCCNC(=O)[C@H]1C[C@@H]1c1c(F)cccc1F,-29.52
CCS(=O)(=O)NC[C@@H](NS(=O)(=O)CC)[C@@H](C)c1ccccc1,-20.41
C[C@H](CN[C@@H]1CCOC2(CCC2)C1)C(F)(F)F,-38.11
O=S(=O)(NCCCc1ccccc1)N1CCS(=O)(=O)CC1,-28.92
CC[C@@H](C)[C@H](C)NC(=O)c1cccnc1OCC(F)F,-24.64
CCN(Cc1cccc(Cl)c1)C(=O)C[C@H](C)c1cccnc1,-29.87
COc1ccc(C(=O)NCCOc2cncc(Cl)c2)c(OC(F)F)c1,-36.2
CC1(C)CN(C(=O)Cc2ccccc2C(F)(F)F)C[C@@H](CO)O1,-13.15
CCOC(=O)C1=NN=C2C(=O)N(c3ccc(C)cc3)C(=O)[C@H]12,-12.58
Cn1ccc(NC(=O)C(=O)NC[C@@H]2CCC[C@H]3C[C@H]32)n1,-29.05
C[C@H](C(=O)N[C@H]1CCCO[C@@H]1c1nccn1C)N1CCSCC1,1.1
CC(C)C[C@@H]1CCN(C(=O)C(=O)N2CCC[C@@H]3CCC[C@@H]32)C1,-2.7
N#Cc1ccc(Oc2ccc(C(=O)N[C@H]3CCCC[C@H]3O)cc2)nc1,-35.79
C[C@@H]1COCC[C@H]1c1noc(-c2ccc(Cn3cncn3)cc2)n1,-29.77
OC[C@@H]1CCCN1c1cc(N2CCC[C@H](c3ncc[nH]3)C2)ncn1,-26.79
NC(=O)c1cccc(NC(=O)NCC(=O)NCc2ccco2)n1,-30.87
CSc1cccc(NC(=O)NCC2([S@](C)=O)CCC2)c1C,-34.61
Cc1ccc(Cn2nccc2NC(=O)/C=C/C2(C)CCOCC2)o1,-29.81
CC[C@H](C)c1cccc(NC(=O)C(=O)N2CC[C@@](C)(C#N)C2)c1,-27.09
CCO[C@H]1COCC[C@H]1NC(=O)c1ccc(Oc2ccccc2)cn1,-21.81
CN1CCO[C@@H]2CN(c3ncccc3S(N)(=O)=O)C[C@@H]21,-22.38
CCOCCOc1ccccc1C(=O)N1C[C@@H](C)O[C@@H](C)C1,-18.9
COc1ccnc(CNC(=O)[C@H](C[C@H]2CCCO2)C(F)(F)F)c1,-33.52
CCOC(=O)c1ccc(S(=O)(=O)N[C@@H](CC)CO)cc1,-24.87
CC[C@H](C#N)C(=O)Nc1cc(C)cnc1OC(C)C,-22.02
COCCN(C(C)=O)c1nc(CN2C[C@H](C)C[C@H]2C)cs1,-28.62
COc1cc(Cl)ccc1CNC(=O)c1cc2nccnc2cc1F,-36.82
Cc1nnc(CN(C)CC(=O)Nc2ccc(-c3ncon3)cc2)n1C,-31.4
CC(C)n1nnnc1SCC(=O)Nc1sc2c(c1C#N)CCC2,-39.98
C=CCN(CCOC)C(=O)c1nc2ccccc2s1,-30.44
Cc1cc(NC(=O)C(=O)N2CCC[C@H](O)CC2)ccc1S(C)(=O)=O,-28.3
NC(=O)C[C@@H](NC(=O)Cc1csc(-c2ccoc2)n1)c1ccccc1,-14.8
O=C(O)[C@@]12CCC[C@H]1CN(C(=O)NCCCC1CCOCC1)C2,-9.35
CCO[C@H](C)c1ncc(C(=O)NCC#Cc2ccccc2)s1,-36.04
CNC(=O)c1ccc(Cl)c(NC(=O)NCC(=O)NCCO)c1,-20.35
CNC(=O)CCNC(=O)CCCCCNC(=O)NC1CCCCC1,-20.87
O=C(Nc1ccccc1)[C@H]1CCCN(Cc2cccc(O)c2)C1,-45.17
COc1cc(NC(=O)N[C@@H]2CC[C@H](CN)C2)ccc1Cl,-34.2
O=C(Nc1nccs1)N[C@@H]1CSc2ccccc21,-31.27
COc1c(F)cc(F)cc1NC(=O)[C@H](C)CCC(C)(C)C,-26.75
CC(C)c1ccc([C@H]2CCCN2C(=O)[C@@H](C)N2CCOCC2)cc1,-22.82
CC[C@@H](C)n1nc(C(=O)NCCn2cnnc2C)cc1C,-18.77
CCc1ccc([C@H]2CCCN(C(=O)NCc3cccnn3)C2)cc1,-31.07
CCN(C(=O)Cc1cccc(Cl)c1)C1CCC1,-30.5
C[C@H](C(=O)Nc1cc(Cl)ccc1F)N1CCN2C(=O)N(C)C(=O)[C@H]2C1,-29.52
CO[C@@H](CS(=O)(=O)NC1CCN(C2CC2)CC1)[C@H]1CCOC1,-42.79
COC(=O)CC1(NC(=O)CNS(=O)(=O)c2ccc(C)cc2)CCC1,-30.68
Cc1cccn2cc(CC(=O)N3CC[C@H](CO)[C@H](O)C3)nc12,-32.91
CCCN(C(=O)NCCc1cscn1)[C@H]1C[C@H](OCC)C1(C)C,-28.53
COc1ccc(S(N)(=O)=O)cc1C(=O)N(C)Cc1cccc(C)n1,-27.62
CC[C@H](CSC)N(C)c1ncc(C#N)cc1F,-21.9
CC(C)c1nc2n(n1)C[C@H](NCc1nc3ccc(F)cc3s1)CC2,-57.47
CCCc1noc2nc(C3CC3)cc(C(=O)N3CCC(O)CC3)c12,-25.76
NC1CCC(NC(=O)Cc2cnc3ccccc3c2)CC1,-37.09
Cc1nn(C(C)C)cc1C(=O)N[C@H]1CCO[C@H](c2cccnc2)C1,-32.99
OCCCN(CCO)C[C@H](O)COc1ccccc1Cl,-42.33
C[C@H]1COCC[C@H]1C(=O)Nc1cnc2ccccc2n1,-32.27
CCN(C(=O)C[C@@H](C)SC)[C@H]1CCCNCC1,-46.58
CCCNC(=O)[C@@H](C)N[C@@H]1CCOc2c(Br)cccc21,-17.71
CCO[C@@H]1C[C@H](NC(=O)Nc2cccc3c2CCNC3)[C@@]12CCCO2,-40.21
CC(C)NC(=O)c1ccc(C(=O)NC[C@H]2CNCCO2)cc1,-39.29
COC[C@H]1CCN(C(=O)CNC(=O)c2ccc(Br)o2)C1,-31.92
Cc1cc(NC(=O)N[C@H](C)c2cnn(C)c2)ccc1F,-37.12
CN(CC1CCCC1)c1ccc(C(=O)NC2CC2)cn1,-29.59
O=C(Nc1ccc([C@H]2CNCCO2)cc1)[C@H]1OCCc2ccccc21,-28.44
CCO[C@H]1C[C@@H](NC(=O)c2ccc(C(=O)O)c(C)n2)C12CCC2,21.69
CCc1nc2ccc(Cl)cn2c1C(=O)Nc1n[nH]c(C(F)(F)F)n1,-37.4
C[C@H]1Oc2c(cccc2C(=O)N2Cc3ccccc3C[C@@H]2C)NC1=O,-22.95
C[C@H](O)[C@H]1CCCCN1Cc1ccc(OCc2cccnc2)cc1,-38.62
CN(CCCNC(=O)c1c[nH]nc1-c1ccncc1)c1ccccc1,-34.42
COCc1n[nH]c(CNC(=O)c2ccccc2O)n1,-31.61
Cc1ccc(SCCN2CCC[C@@H](N(C)C)CC2)cc1C,-36.83
C[C@@H](C[S@@](C)=O)Nc1nc(-c2ccccc2Cl)cs1,-22.67
Cc1cc(C2(c3nc(-c4ccc(C)s4)no3)CCOCC2)on1,-30.83
CN(Cc1nc([C@@H]2CN(C)CCN2C)no1)C(=O)OC(C)(C)C,-25.04
CC1=CCCN(C(=O)[C@@H](C#N)Cc2ccc(C#N)cc2)C1,-25.2
CN(Cc1ccoc1)C(=O)c1c[nH]nc1-c1ccc2c(c1)OCO2,-30.59
CNC(=O)Cn1cc(NC(=O)N(C)Cc2c(F)cccc2F)cn1,-28.37
CCC1CCC(NC(=O)NCc2nc(N(C)C)n[nH]2)CC1,-37.17
O=C(N[C@@H]1CCS(=O)(=O)C1)N1CCCN(CC2CCCCC2)CC1,-20.12
CC(=O)N(CCc1ccccc1)CC(=O)NCCC(N)=O,-24.82
COC(=O)c1cccc(S(=O)(=O)N[C@@]23C[C@@H]2CCC3)c1C,-23.45
C[C@@H](CNC(=O)C1CCC(C(C)(C)O)CC1)Oc1ccccc1F,-25.58
CC(C)(C)c1ncc(C(=O)Nc2cccc(NC(=O)C3CC3)c2)cn1,-41.64
CCCCC[C@@H]1NC(=O)N(c2ccnn2C)C1=O,-27.43
CN(C(=O)[C@H]1CCc2ncncc2C1)C1CCC(C)(C)CC1,-27.89
CC(C)n1ncc2cc(NCc3ccc(S(C)(=O)=O)cc3)cnc21,-33.68
Cc1ccc(C(=O)O)cc1NC(=O)CCNC(=O)c1cccs1,-13.93
COc1cc(OC)cc(N2CC[C@H](NC(=O)NCCC(=O)O)C2=O)c1,-8.89
Cn1cncc1CN[C@@H](CO)C[C@H](O)c1ccccc1,-50.51
Cc1csc([C@H](C)CNC(=O)[C@H](O)C2CCCCC2)n1,-37.98
C=CCN1C(=O)C(=O)N(CC(=O)N[C@H]2CCC[C@@H]3C[C@@H]32)C1=O,-32.62
CC(C)[C@@H]1CN(C(=O)c2ccnnc2)c2ccccc2N1,-28.39
CCC1(O)CCN(C(=O)c2cc(SC)ccc2[N+](=O)[O-])CC1,-37.57
CCN(CC(=O)Nc1ccccc1)Cc1ccccc1C,-54.67
COc1cccc(N2CCN(C(=O)[C@H]3CCC[C@H](C(N)=O)C3)CC2)c1,-26.84
C=C(C)[C@H]1OCC[C@H]1CNS(=O)(=O)c1ccc2c(c1)CCCC2,-14.88
N#Cc1ccccc1N=c1cc(C(F)(F)F)[nH]c(=NCCCO)[nH]1,-33.78
Cn1cc(CCNC(=O)N[C@@H](c2ccc(Cl)cc2)C2CC2)cn1,-26.86
Cn1ccc(NC(=O)[C@@H]2C[C@H]2c2cccc3ccccc32)n1,-35.15
CCOC(=O)[C@H]1CCCCN1C(=O)c1cccc2oc(O)nc21,-29.95
COc1cc(CN(C)C(=O)[C@@H](OC)c2cnn(C)c2)ccc1SC,-19.98
c1nc2cnccn2c1CN1CCSC[C@H]1c1ccccc1,-41.08
C=C(C)CN1CCC(NC(=O)C[C@@H]2CCC[C@H]2C)CC1,-24.97
CC(C)N(C)c1ccc(CN2CCN3C(=O)N(C)C(=O)[C@@H]3C2)cn1,-28.29
CC[C@](C)(NC[C@@H](O)COc1ccccc1C)c1nccs1,-52.94
C[C@@H]1CN(Cc2cn(-c3ccc(F)c(Cl)c3)nn2)C[C@@]1(C)CN,-32.38
COc1cc(/C=C/C(=O)NC2CC(C)C2)cc2c1OCCO2,-26.01
CC(C)[C@H](N)CNC(=O)Nc1c(F)cccc1F,-33.4
CCSCc1cccc(NS(=O)(=O)c2cn[nH]c2)c1,5.16
Cc1ccnc(CNC(=O)N[C@@H](C)[C@H]2COc3ccccc32)c1,-30.28
C[C@@H]1C[C@H](C(=O)N2CCCc3ccccc3C2)[C@H](C)O1,-28.41
N#CC1(CNC(=O)NCc2nccn2C(F)F)CC1,-26.73
C[C@@H]1C[C@@H](C)CN(CCCCNC(=O)[C@](C)(O)C2CCOCC2)C1,-11.54
CC(C)CN1CCN(C(=O)OC(C)(C)C)C[C@H]1C#N,-25.64
CC(C)(C)[C@@H]1CN(Cc2ccc(CC#N)cc2)CCO1,-28.4
CCOc1cccc([C@@H]2C[C@@H]2NC(=O)C[C@H]2CCOC2)c1,-30.46
COCC1(CNC(=O)Nc2ccc(N(C)C)c(C)c2)CCC1,-23.61
CC[C@@H]1C(=O)N(CC)CCN1C(=O)[C@@H]1OC[C@@H]2COCC[C@H]12,-11.4
Cc1nn(C)c(C)c1CNC(=O)NCCN1CC=CCC1,-39.79
Cc1ccccc1[C@H](C)NC(=O)[C@H](O)C1CCOCC1,-20.14
CC[C@@H]1OCCC[C@@H]1C(=O)N1CC(C(C)(C)O)C1,-21.16
CC[C@H]1CN(C)CCN1C(=O)Nc1nc(C2CCOCC2)cs1,-47.8
CCc1nc(CNC(=O)CCCOCCc2ccccc2)cs1,-37.07
CCOC(=O)[C@@H]1CC[C@H](NC(=O)c2ccc3ccncc3c2)C1,-42.8
C[C@@H]1[C@H](N2CCCC2)CCN1C(=O)C(=O)Nc1ccc2c(c1)OCO2,-45.19
Cn1cc([C@H](O)CNS(=O)(=O)C[C@H]2CCCCO2)cn1,-30.28
CCOc1cc(NC(=O)N[C@@H]2CCNCC2(C)C)ccc1C,-30.22
CC(=O)N[C@@H](CC(C)C)C(=O)Nc1cc(S(C)(=O)=O)ccc1F,-22.36
COC(=O)c1c(F)cc(NC(=O)N(C)C2CCCC2)cc1F,-28.23
C[C@@H](C(=O)Nc1nc2ccccc2s1)N1CC[C@H](COC(F)F)C1,-31.08
Cc1noc(NC(=O)[C@@H](C)Oc2ccc(C(C)(C)C)cc2)c1C,-37.37
C[C@@H]1CNCCN1C(=O)N[C@H](c1ccc(Cl)cc1)C1CC1,-25.52
CC[C@H]1C[C@H](C(=O)NCC(=O)N(C)CCc2ccccn2)CCO1,-26.84
N[C@@]12CCC[C@H]1CN(C(=O)CNS(=O)(=O)c1ccc3c(c1)COC3)C2,-39.36
CO[C@](C)(CO)CNC(=O)NCCC[C@@H](C)CO,-17.9
COc1ncccc1NC(=O)C(=O)N1CC[C@@H](C(F)(F)F)C(C)(C)C1,-30.2
COc1cccc(CNC(=O)N[C@@H]2CCOC[C@H]2C)c1,-30.17
CC(C)c1cnc(S[C@@H](C)C(=O)NC2CCCCC2)[nH]1,-30.49
C[C@@H](CO)N1CCCN(C(=O)C(=O)Nc2ccc(Cl)c(Cl)c2)CC1,-54.76
O=C(Nc1ncc(C(F)(F)F)[nH]1)c1coc(C2CCOCC2)n1,-35.01
Cc1ccc([C@H]2CCCN2CC(=O)N(C)Cc2cnn(C)c2)o1,-45.66
CCCO[C@@H]1CCCN(C(=O)CCCNC(=O)[C@@H]2CC=CCC2)CC1,-23.84
Cc1cc(F)ccc1CCNC(=O)N1CC[S@@](=O)CC[C@@H]1C,-26.39
CCn1cnnc1[C@H]1CN(Cc2ccnc(OC)c2)CCO1,-31.34
CCn1nc(C)c(CN2CCC(OCCOC)CC2)c1C,-25.62
C[C@H](C(=O)NCc1nc(N(C)C)no1)c1cccc(Cl)c1,-31.46
C[C@@H]1CN(C)C[C@H](C(=O)NC[C@@H]2CC[C@@H](O)C2)O1,-31.23
C=CCCCCCNC(=O)[C@H]1CCCN(C)C1=O,-23.73
CC(C)[C@@H](O)CNC(=O)N[C@@H](Cc1ccccc1)c1nccn1C,16.88
COc1ccncc1NC(=O)C(=O)N[C@H](C)COCC1CC1,-16.83
Cc1nn(C)c(C)c1Nc1nnc(-c2cc[nH]n2)n1C[C@H]1CCCO1,-29.52
N#Cc1ccc(NC(=O)[C@H]2CC=CC[C@H]2C(=O)O)cc1,6.23
COC(=O)[C@]12CN(C(=O)c3cc(O)nc(C(C)C)c3)C[C@H]1COCC2,-11.37
CCn1nc(C(=O)N(CCCCOC)Cc2ccccc2)ccc1=O,-28.89
CC(C)(C)OC(=O)NC[C@@H]1CCC[C@@H]1Nc1ncccc1C#N,-10.51
Cc1c(F)cccc1NC(=O)N[C@H](C)[C@H]1CCCOC1,-39.11
CCS(=O)(=O)NCCCN1C[C@@H](F)C[C@@H]1CO,-21.5
CCCn1c(C)nnc1CSCc1noc(C2CCC2)n1,-25.59
CC(C)(C)OCC(=O)Nc1n[nH]c(C2CCC2)n1,-28.89
C[C@@H](C[C@@H]1CCCO1)NC(=O)C(=O)NCC1(c2ccccc2)CCC1,-26.58
CCCCOC[C@@H](O)CN1CCC[C@H](N2CCCC2)CC1,-30.05
CCCCNC(=O)c1nc(C)c(C)nc1C(=O)Nc1cccc(F)c1,-29.45
CCc1onc(C)c1C(=O)N1CC[C@@H]2CNC[C@@H]2C1,-19.58
O=C(c1ccc(F)cc1)N1CCN(c2cc(C(F)(F)F)ccn2)CC1,-41.41
CCC(C)(C)C(=O)NC[C@@H](C)N1CCCC[C@@H]1C,-35.59
C[C@@H](N[C@@H]1CCO[C@@H](c2cccnc2)C1)c1cn2ccccc2n1,-57.03
Cc1ccoc1C(=O)NCCCC(=O)Nc1ccc(Cl)cc1,-39.37
C[C@@H](C1CC1)N(C)C(=O)NC[C@H](c1ccsc1)N(C)C,-45.83
COCCN1CC[C@H](NC(=O)C(=O)Nc2sccc2C(=O)OC)C1,-40.86
Cc1nc(-c2cccc(NC(=O)C3=CCOCC3)c2)cs1,-35.72
CCc1cc(C(=O)N[C@@H](C)C(=O)NCc2ccccc2)c(C)nn1,-32.55
O=C(CN1CCC(Oc2ccccn2)CC1)Nc1ccccc1,-34.2
CCOC(=O)C(C)(C)C1CCN(Cc2cccc(F)c2C#N)CC1,-25.17
CS(=O)(=O)c1cc(CN2CCC[C@@H]2c2cccc(F)c2)co1,-24.21
CN(CC(=O)NCCc1ccc(Cl)cc1)c1ccccc1[N+](=O)[O-],-33.79
CCN(CC)[C@H](CNCc1cccc(O)c1OC)c1ccco1,-45.15
CC[C@@H](CC(F)(F)F)Nc1ccc(Br)c(C)n1,-24.47
C[C@H]1CCC[C@H]1C(=O)N=c1ccn(Cc2ccccc2)[nH]1,-34.81
CN(C)S(=O)(=O)CC(=O)N[C@@H]1CCC[C@@H]1CCO,-25.24
O=C(NCCCNC(=O)C1CCC1)c1cc2ncccn2n1,-31.19
CCCOc1cc(OC)ccc1C(=O)N1C[C@@H]2CC[C@H](N)[C@H]2C1,-16.74
Cn1c2cc(CNC(=O)[C@@H]3CNCCOC3)ccc2oc1=O,-42.72
Cc1nccc(CN[C@@H]2Cc3cccc(O)c3C2)n1,-39.08
Cc1nnccc1C(=O)N1C[C@@H](c2cccc(Cl)c2)OC[C@@H]1C,-41.77
CN1C[C@@H](c2ccccc2)[C@H](CNS(=O)(=O)CC(C)(C)C)C1,-52.66
CC[C@H](C(=O)N1CC2(C1)CCOCC2)c1ccccc1,-31.51
COCCC1(C(=O)Nc2ccc(Br)cn2)CCC1,-36.38
O=C(NCCCO[C@@H]1CCOC1)[C@H]1CCc2cncn2C1,-27.28
CCOC(=O)c1cn(CCNC(=O)[C@@H]2CCc3cccc(O)c32)cn1,-25.93
Cc1ccc2cccc(C(=O)Nc3ccc(C)c(S(N)(=O)=O)c3)c2n1,-24.7
CCc1cccc2c(CC(=O)Nc3cccnc3C(=O)OC)c[nH]c21,-40.32
CN(CCCC(=O)O)CC(=O)Nc1ncc(Cc2ccc(F)cc2)s1,-14.43
C[C@H](C(=O)N1CCN([C@@H]2CCS(=O)(=O)C2)CC1)N1CCCCCC1,-19.1
CCN1CCN(C(=O)[C@H](C)n2cc([C@@H](N)[C@@H]3CCCO3)nn2)CC1,-33.24
CCN(CC)C(=O)c1ccccc1NC(=O)c1ccnc(C)c1,-33.84
C[C@@H](Oc1ccccc1C#N)C(=O)N1CCC[C@@]2(CCCCO2)C1,-3.21
C[C@@H]1CCC[C@H](COc2ccccc2NC(=O)C2CC2)C1,-31.43
C[C@@H]1CN(C)CC[C@H]1N(C)C(=O)c1cccc2c1OCCCO2,-27.18
